"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
"4172",263.1315,126.64674,8842.281,21.3408,0,11.77002,48.91658,61.05451,242.9283,15.67487,295.58979,6926.634,60.7603,11.97047,149.72655,40575.933,22.62627,3838.1802,24.72311,17.12477,-17.88908,18.42997,972.0996,279.02634,21.8523,16.70621,8289.66,88.15854,14.53837,-79.06503,306.7464,40.66908,112.32372,28869.393,6.20275,14.11064,101.28648,-152.81706,82.40601,2.70995,8559.036,-3480.0426,46.03031,224.54256,0,6.21367,2.68312,134.17395,16.67599,20.87878,"0"
"4173",264.52806,27.45807,19451.997,17.17113,2.22847,13.21626,47.55563,63.54652,241.87605,9.93296,308.57421,8982.972,62.88543,28.87836,233.37318,162661.29,93.3225,6202.9137,22.11961,20.96917,23.03889,21.37682,12793.359,288.98166,31.65506,-44.0329,1985.6544,89.91045,12.30884,-35.41266,310.08048,72.31752,117.32415,26290.725,5.71082,14.86957,41.81276,-153.44013,108.51906,4.39798,11635.953,558.92415,-30.68285,465.86454,0.82536,8.14669,-51.34049,49.31292,15.39169,13.3909,"1"
"4174",355.82058,131.51469,7275.705,25.94717,0.15033,6.64781,45.3548,48.56434,234.08595,8.52861,292.38681,15794.583,30.23076,7.35409,117.54495,36086.379,12.01766,2102.6784,18.49021,78.30672,54.01996,18.79084,2683.7964,203.42373,26.54789,-1.41768,8470.509,136.5993,12.95903,10.05875,694.7541,53.25116,115.71714,24087.417,2.63138,17.71354,-44.38632,-136.45509,77.22687,6.51858,13117.383,-1659.0084,26.8784,265.34295,0,15.63499,13.99548,590.88771,73.97214,16.05085,"0"
"4175",350.20674,78.42747,7883.388,18.02087,0.32598,13.26663,54.05915,57.95027,240.94731,11.50347,304.75851,24065.199,68.85048,18.60026,117.50079,57457.887,28.55579,1547.9184,17.92917,78.04659,-22.04053,17.71182,5058.9834,291.05166,32.92597,-17.2549,9443.34,126.36936,11.49788,-42.23421,525.98976,82.60611,30.89537,18429.141,7.37569,25.15009,22.98721,-268.66323,85.62417,5.36614,10174.947,-1173.759,73.57539,332.15634,0,8.76866,-20.23936,80.29461,-40.087,15.4776,"0"
"4176",332.97606,95.49324,9290.229,20.1264,1.91667,14.93802,113.01303,58.13188,280.26627,11.7912,313.64433,15911.952,49.45244,44.05008,154.54482,58108.971,24.10908,2251.9599,20.2121,91.7976,-171.09309,16.72726,2189.0457,163.59693,32.96137,-392.36298,8320.572,86.61915,15.56971,-120.16695,505.67064,41.84678,78.97671,32107.839,12.19196,20.10777,69.03588,-143.66352,58.49178,4.71462,7461.177,-4618.791,177.48042,1244.4012,0.466085484141825,15.32849,-32.92169,84.36354,6.06386,11.88228,"0"
"4177",325.28394,33.66013,2188.2729,15.55488,3.01247,21.38828,67.19303,59.53603,245.73729,12.79315,331.90173,24364.935,68.16262,37.15519,178.73277,131010.99,74.06874,701.7576,15.56447,38.89019,-76.32297,18.93553,10758.687,295.25652,33.94331,-127.32846,6476.0364,93.52122,11.99758,-13.04466,400.3173,90.804,20.74644,11706.333,2.99486,16.89362,56.84675,-333.03264,132.9147,5.52128,13240.824,-53.72533,-27.64154,576.84138,0.689663806131154,8.32982,-31.45165,94.57002,70.67808,19.84799,"0"
"4178",536.73651,149.77347,4227.0366,22.34931,1.44882,3.1303,67.33641,48.43545,271.01751,15.10976,312.639,19759.806,57.62376,64.93459,118.07694,37194.174,10.98611,4215.7689,14.30708,61.86588,-592.27737,29.15747,2473.6983,123.07392,20.55062,-410.464156621931,116.46648,116.02695,8.15235,-78.82698,613.64874,15.67894,216.76074,22303.353,6.38289,19.91913,61.90287,-74.34681,78.26118,6.74821,10078.968,-3622.1205,80.71068,1400.04912498805,0.898375484793153,24.47727,-156.645249219386,215.66088,238.72137,11.25466,"0"
"4180",305.75694,153.55605,2685.6456,15.07305,0,4.77918,44.27785,57.65737,212.34405,11.13419,289.15002,1682.8272,34.8815,3.20066,156.23877,36403.572,15.2826,292.3116,15.937,58.58183,42.21524,21.91337,3263.7207,246.02847,34.20399,4.81134,8777.352,101.23335,13.01588,-3.86626,357.39999,102.05997,62.53291,31746.762,3.06023,16.50452,49.09039,-175.77819,86.07957,7.99165,8635.005,-75.36939,120.76104,195.24861,0,11.62208,17.03714,182.6913,129.34671,21.8532,"1"
"4182",343.65381,265.38504,1414.3137,13.90295,0,7.02365,32.37308,55.35987,218.29254,11.15047,282.70956,993.9657,-38.8775,3.99643,115.69713,14924.907,5.68842,383.6814,14.94471,27.89339,154.29642,25.43782,953.6835,147.26601,33.93875,27.3941,8082.315,135.24552,7.58731,-3.04135,608.38059,71.27631,153.00888,34312.182,1.55816,20.39164,-28.7632,-115.42044,61.59803,5.57544,8537.577,-225.97569,248.62149,230.16537,0,17.71534,46.30169,363.07179,97.30587,20.36597,"0"
"4183",247.80522,56.81412,468.18294,17.33935,0.4326,28.13758,102.49812,62.96271,223.49652,14.35842,292.58898,9178.587,60.08058,15.48546,187.60686,86112,49.04016,1037.5875,16.1144,71.57577,34.49669,23.57682,8229.63,243.89706,33.03223,-26.71245,12156.972,92.75463,11.0725,-9.57016,406.479,74.19432,71.13141,29293.122,8.97131,23.21657,66.42623,-212.16672,87.0228,5.75089,8971.794,-1199.4546,49.54138,304.78956,0,12.19637,9.89177,76.55619,42.86032,12.21645,"1"
"4184",319.83708,99.03363,8231.217,14.01756,1.92903,6.97424,96.8484,59.07463,268.44588,11.92982,322.03749,16945.986,58.16183,38.21406,166.95378,65111.988,20.91431,4124.2473,18.99356,36.98441,-157.42212,20.03229,4193.199,225.24291,23.32766,-96.56136,8943.228,133.82688,16.87871,-42.08331,696.6309,48.18801,109.21803,22993.008,5.15179,16.84952,-69.70104,-126.69849,91.75896,4.6042,9535.179,-5542.7148,-24.26337,424.19475,0.59355,14.71529,-0.18806,207.08556,102.07791,16.21417,"0"
"4185",202.76064,47.38154,12546.201,19.67632,0.4532,10.95706,91.62027,63.24036,235.76472,15.97412,286.75227,6379.7814,67.02011,7.7545,206.68881,108924.78,64.27868,3426.0294,19.60097,25.21819,49.50881,25.6059,8383.638,270.25506,33.92288,27.23451,8281.587,92.20677,17.14843,-56.12764,365.47851,56.72028,82.71375,31169.577,6.13413,14.31681,55.82473,-177.44661,103.62144,3.67051,7807.143,-2258.6529,28.35162,348.35409,0.1133,9.68284,7.51486,53.05424,19.3516,12.87071,"1"
"4187",325.94634,74.05149,10347.378,19.88946,0.76667,11.40467,62.31645,58.027,227.42883,9.32418,283.77492,7927.548,62.62944,27.54811,169.40121,63864.261,29.24027,2019.3678,17.30479,81.56904,-48.45021,21.13808,5558.5986,226.88856,26.59591,34.16839,10306.944,123.24366,10.6941,19.75656,463.25565,77.23377,92.56419,24272.889,4.76025,18.34689,8.87547,-180.4488,85.34265,5.47222,11181.519,-845.9883,6.406,316.39467,0,13.26008,-26.17329,184.43562,105.02835,20.03443,"0"
"4189",336.34602,98.57685,9537.732,18.06075,0,10.79222,45.89307,51.1074,233.34558,11.53452,288.62907,27582.681,31.69632,9.9745,91.75413,35875.929,17.94731,1349.8332,17.15809,63.02267,-12.08797,20.58967,2688.7989,227.07348,28.57249,7.89029,9088.68,123.00354,5.657,-18.82934,603.55473,94.12842,96.29778,12758.721,5.59687,27.68722,-4.84855,-184.20309,66.59804,6.4315,10505.319,-348.53349,71.43087,248.80986,0,12.42552,19.83936,175.38213,56.00509,17.58631,"0"
"4190",410.29857,197.26523,6358.9192,19.70812,-0.35808,1.20844,75.6387,50.61126,251.68953,12.41328,298.29383,21743.40781,-22.68445,47.23516,96.74946,27776.24837,11.06287,830.61333,19.26253,87.64403,-186.94245,16.01732,3595.35836,143.5147,30.91307,-312.43433,10426.75434,114.78903,5.93918,-79.87406,628.97569,64.28675,242.92346,20213.9562,4.7917369000242,26.45683,4.15445,-68.36304,57.80789,9.11565,9555.95733,-2666.22375,139.75369,1073.50068,-0.08738,18.14251,-49.34387,177.51214,85.48513,14.79981,"0"
"4191",295.86027,67.36056,4280.76,17.09461,1.46586,8.62597,87.40161,58.54284,243.99711,10.1884,302.3994,14989.353,-21.11731,34.33847,177.54114,90723.27,33.68546,1159.7796,19.16082,64.00647,-102.14415,22.30197,13283.673,176.46405,31.64409,-57.98111,18996.114,91.40085,10.40389,-10.34034,587.99523,64.99524,114.58209,23547.492,4.37141,19.36547,54.25311,-152.27955,101.08224,8.765,9413.049,-1659.1878,-3.416,572.04036,0.31411,16.52985,-19.50451,99.66705,116.9412,14.3658,"1"
"4193",543.2163,156.21738,4188.4863,22.71232,0.37912,12.83614,65.36777,50.51193,276.86664,13.92165,315.78402,21218.88,-51.5074,4.33343,126.63708,34318.737,13.50627,8279.034,28.62362,8.46782,55.45171,19.33518,1105.0971,605.87727,33.54269,75.4308,7182.969,114.04872,21.1712,-51.07042,612.59511,72.41067,101.86677,16174.221,4.7037,21.05942,10.2701,-133.08858,89.90148,2.61015,11098.167,-4274.4741,-15.0133,247.20009,0,2.59793,43.46213,396.65616,276.635480095835,21.26311,"0"
"4194",300.054497190241,56.19579,7270.69847,19.69328,2.52467,10.89017,40.11885,56.29657,230.56531,7.0377,287.3068,12268.95696,49.53359,38.71849,134.72004,65637.325,29.31931,445.24568,16.0639,81.33708,-85.20328,22.89695,5820.84308,249.99844,34.40434,-36.36295,13589.75523,120.73355,10.12211,-10.33663,600.93476,87.46399,50.78158,20027.45864,5.35019,25.98774,-19.79621,-223.81472,64.86071,5.45424,11500.94231,-2981.9167,49.80597,388.89532,-0.79864,15.63085,-11.16962,236.61688,59.33839,15.44804,"0"
"4195",444.94167,115.31694,6726.9963,18.19578,0.88235,6.04043,28.53005,57.69849,244.53117,17.55546,324.29862,2068.2681,22.57287,62.20226,143.01561,39043.236,13.3043,3782.8077,14.47061,73.03857,-301.44582,23.99999,5415.3891,126.69228,26.91469,-206.26308,893.2878,109.30152,10.38636,-69.3036,651.90027,55.16778,205.22532,31242.924,11.20967,24.84635,-23.93741,-71.01825,58.41299,11.79189,9249.174,-2730.951,123.31611,771.5097,0.217459308390978,17.81125,-68.91044,238.77933,32.01296,12.09128,"0"
"4196",418.47189,105.55551,9218.676,19.57427,0.13968,8.67544,47.82921,51.95114,244.1496,10.09484,298.89627,10494.555,-38.20509,52.75809,117.14061,40999.248,15.01771,826.2267,14.52629,58.30859,-219.12606,18.99598,3761.6454,139.58631,28.66605,-158.43573,390.91053,129.87663,6.98135,-40.18705,634.91385,69.19665,131.15658,25447.407,4.47955,22.81975,-16.32775,-128.84025,76.63071,10.13162,10133.685,-2341.2045,91.67892,537.1443,0.307150886164867,19.12011,-70.79745,316.9032,158.73381,16.23225,"0"
"4197",528.270212355037,241.544383170962,-866.586390758328,25.5885011479547,-0.123523317657679,15.4471857722977,38.0880162228754,52.8947804777745,260.00370658088,7.26991392426336,294.225523061002,-2530.20245852792,-43.057322281346,2.46567867204974,91.8152962306512,-68931,-62.3624589296916,2211.25068127364,21.389410306205,51.4676658972976,-53.939691864462,22.8507978279496,-9255.97945410639,138.499141141503,21.5842960923287,1.17135739308098,12032.809289868,152.968497785073,20.3485682946524,-13.6496560193569,668.935972607163,33.4758939455257,139.503434395821,37946.283232976,-0.561984722413565,11.1246804134882,-58.4299511239076,-118.680064655527,76.5279981534139,3.23679816914708,9747.34972520723,-1403.51748951653,62.965258669807,518.865091964129,0.509622362068086,12.3712955224062,15.5375314611022,467.302302373724,593.918470298048,17.0467671940453,"0"
"4198",289.93317,156.90945,8916.042,22.63787,0,12.31567,64.95025,56.45145,215.92446,10.71425,285.0597,22140.72,64.16248,15.67832,113.14068,32358.309,14.89248,1924.6584,15.73683,123.94401,0.036,18.1579,1227.1098,210.40032,24.56504,-7.46352,9087.645,109.65204,12.54344,-31.76781,548.45409,61.44864,110.39172,13697.535,4.2985,21.57878,-1.4142,-164.96382,79.93926,5.28904,10704.108,-3733.7556,11.23851,382.46562,0,14.24609,-10.52312,105.70869,35.60676,16.56711,"0"
"4199",257.21199,29.21846,541.91496,16.25778,0.24154,12.43201,69.32775,63.67769,211.56918,12.09956,279.34443,6389.4414,68.98586,18.88275,246.92754,146181.33,84.66714,1890.4344,16.42476,47.33014,-11.2163,24.63714,17238.615,198.81108,33.73645,13.50903,4978.7847,90.53835,10.45598,-1.79903,397.42275,85.88085,33.20908,30625.443,5.45999,16.10419,18.00293,-265.60584,109.80591,6.50085,10409.616,190.93956,1.86367,214.866,0.08051,12.12289,-20.16277,77.52012,29.14953,19.59041,"1"
"4200",585.27525,238.56474,737.3064,23.68018,3.32895,8.85732,60.02876,44.1866224361582,324.92307,8.60382,369.23418,18850.455,45.17568,48.42779,93.6606,13580.787,1.69113,298.25664,11.50002,80.71068,127.005417250779,18.1579,214.58379,417.17952,25.32742,-524.826150772436,1965.9549,182.05167,12.37129,78.89805,1430.9565,76.20843,53.43698,26488.203,0.67572,26.76827,-96.17841,-206.21064,190.02669,1.75962,11054.559,-8097.012,84.21174,1108.2021,0.506227025206808,8.25578,20.3480118083187,97.36797,-411.1158,11.59642,"0"
"4201",400.10754,24.10853,14533.694752961,19.59241,0.5587,6.62711,47.11486,61.31319,234.32193,9.42906,273.64572,7179.519,-3.12747,4.67298,274.48476,171860.034406334,72.20505,4789.19988507249,28.4939,16.19382,168.34413,27.86537,12336.303,174.97641,31.16965,140.05137,16698.138,119.44452,18.71625,-27.89739,787.1451,28.66964,71.32668,24986.901,5.99046,17.88942,-22.50007,-177.67431,102.34977,5.47144,9684.978,-3865.6629,-27.70178,380.83308,0,13.66759,93.31836,132.01218,29.21432,12.17312,"1"
"4202",444.38001,174.74733,7086.576,26.30977,0,8.87568,51.19124,52.42247,239.22714,9.53911,291.68715,8046.573,-52.19001,0.21501,121.69392,35778.087,11.78189,2128.0497,21.01526,20.79626,126.35901,26.09394,1341.8085,429.10065,31.89718,111.90972,3339.8484,132.65526,18.51629,-23.28012,673.23507,43.81859,34.92076,28274.958,2.59186,19.88725,-49.72333,-173.02302,110.61183,4.19412,10622.481,-2110.6617,-3.72507,358.82208,0,7.60808,70.76433,351.13962,273.29244,14.49428,"0"
"4203",266.26824,16.36908,27583.838951399,16.0848,4.57193,0,78.71727,61.17954,239.8716,9.17852,313.02195,17644.335,56.76485,49.13083,284.25723,227809.619036603,129.57579,2737.8855,14.19703,53.28815,-206.29137,25.86748,25728.3526840151,154.24881,30.73364,-61.29339,13640.4844116271,90.58872,10.58715,-12.59443,628.36437,66.11497,88.46697,16482.858,7.0992,19.43495,36.42096,-206.07471,92.99751,9.97781,11458.761,-1489.3374,12.54958,361.04112,1.01320586169371,17.55919,-64.15848,64.87753,8.5551,15.43137,"1"
"4204",421.74318,61.29932,5532.5442,19.43827,0,0,39.23906,51.28984,252.74424,4.41814,294.57342,10398.438,35.47842,9.96374,150.2682,40872.909,9.02665,2494.0947,23.76664,9.88128,-4.27843,15.90836,2283.8379,178.77624,31.34974,-67.84908,7467.663,103.51725,11.63975,-35.37782,643.63338,30.82561,209.17143,32662.047,0.27544,29.4434,41.46638,-83.14638,68.40964,6.12312,10078.761,-1171.4544,175.23102,402.65433,0,11.65203,23.2728,530.23395,460.84755,10.65132,"0"
"4205",239.431,21.68308,6413.8409,15.49309,-0.43623,26.12234,120.12556,63.6471,219.68506,13.71301,273.51948,6357.89042,60.26044,8.89157,255.43746,190147.47169,124.63588,1715.14786,18.99863,79.2305,35.81654,26.79095,26464.46255,208.49601,33.40811,30.98869,3203.92913,87.59032,7.73538,15.77253,416.80181,124.520679328873,38.98271,29862.05865,7.00689,20.89658,92.99718,-282.60495,85.23349,7.26332,9847.54425,251.32294,36.29672,211.35658,0.247596683968827,13.49848,6.52277,69.18964,-6.98841,16.65887,"1"
"4206",291.13446,104.17482,9915.369,16.93122,0.86611,4.12647,82.04583,58.79656,239.36514,13.03244,300.93867,20480.166,61.53593,33.0501,152.69286,56038.35,25.51372,620.61981,20.06486,70.83402,-18.29273,21.07529,4575.7833,251.97213,33.96063,-47.33635,10713.975,92.51934,10.3638,-25.37413,428.10153,69.28083,54.21558,28202.163,5.24047,28.33782,43.33607,-222.67197,86.83788,5.75659,7842.954,-1139.3004,83.52105,502.11645,0,10.17812,6.03341,91.13313,36.41116,11.79797,"0"
"4207",311.96625,102.53745,3634.6647,13.79034,1.15,21.54297,54.88536,58.81891,231.02028,10.38623,315.60255,14257.47,22.63559,33.34335,140.49504,50859.21,28.88851,628.72386,16.81875,42.43935,-60.59711,19.69377,3394.2618,351.52671,33.41104,-139.74225,987.6798,80.57889,13.88101,-43.474,317.84022,99.95616,41.12048,26744.538,5.24659,17.13415,116.55756,-253.87791,94.52241,4.92948,8798.466,-1585.758,42.6596,952.2,1.00625,6.37314,-7.94135,72.88263,11.39694,21.02692,"1"
"4209",247.27806,30.58763,1888.5852,15.44793,0.75824,16.2208,87.26913,64.42923,209.42535,11.51189,303.37092,1156.6125,52.94322,37.24241,261.74322,128515.95,71.82693,2723.7267,14.32233,85.47927,-63.06779,24.51646,15711.1847744131,173.535,34.33902,13.14781,0,91.90386,8.4536,35.75966,340.44945,82.455,36.1985,33332.52,8.2228,17.78882,83.36097,-241.47102,91.84797,9.33128,10276.308,1157.9649,35.39838,160.21593,0,15.95397,-36.17187,74.13084,13.69574,16.51274,"1"
"4212",343.7004,134.50823,5917.8265,20.69312,-0.06724,7.24667,55.90216,54.70718,247.27023,13.77292,296.83074591662,11799.07404,46.29397,10.27507,121.20149,40934.4149,14.91927,1622.53092,22.4514,30.09101,51.70197,18.0922,2674.45025,320.2997,22.52759,16.11405,6523.11076,146.11152,12.89286,-79.772,510.26081,74.90845,49.15641,25941.97761,11.82974,18.66609,-17.27997,-201.8855,73.76183,3.33602,9671.54483,-3415.56498,81.81786,207.86329,0.41861,8.40467,-10.92395,202.91279,-36.50522,22.07807,"0"
"4213",254.96052,41.13683,2338.6239,17.28374,0.32205,34.89992,61.79433,60.72662,217.57839,13.76274,289.24869,17729.274,60.89919,9.05549,159.26649,97948.95,63.7264,880.3848,16.66626,54.79035,49.29332,24.79812,7218.021,335.4435,34.27865,28.51749,963.0123,106.43802,10.09139,-18.33854,466.81743,99.38139,18.74765,20374.734,6.27459,23.58931,27.89849,-302.5788,89.56959,5.02936,10394.85,-759.6279,23.37679,278.06448,0.08051,8.9355,24.34727,98.67207,-5.12305,19.8758,"1"
"4215",223.74285,20.29835,600.03297,17.09523,3.14494,22.67747,67.1586,61.8683,233.9307,13.31072,312.33264,26485.857,63.07435,35.40183,259.53936,229692.72,117.08748,755.7156,15.72469,21.37592,-83.59074,19.62443,21027.75,242.39838,33.64723,-85.32885,888.2301,76.40232,14.67954,-1.87806,452.88633,68.74498,43.37009,12379.842,5.04056,17.33356,151.17348,-279.3051,140.28597,6.57075,12986.007,-2144.3475,-45.00435,363.16218,0.322702238386527,12.03995,-44.9348,60.69599,16.00145,15.35222,"1"
"4216",340.91796,69.20217,7380.033,17.81235,1.27189,10.71053,69.8556,58.94346,230.49588,14.41845,284.43456,10789.254,66.24324,4.8091,158.61444,59480.346,32.90086,1357.9269,17.91247,-0.28619,154.92777,25.75577,4396.6317,494.08623,27.63236,35.81873,8722.773,117.80991,9.75977,23.93237,560.89962,99.56907,18.18371,27521.478,7.14888,22.86515,-8.80944,-324.75471,95.89413,4.67143,11008.95,1043.763,46.70037,191.19555,0.10599,6.13276,5.12534,188.04225,261.98334,15.78147,"0"
"4217",351.693,87.61896,5882.7744,19.36002,1.04899,10.64408,32.29945,53.88196,235.92273,11.86821,303.20463,14310.462,67.24519,6.28929,138.73968,46339.02,22.23125,2608.2759,20.28041,-0.92398,124.72509,20.74664,2106.5355,430.5945,22.2536,13.86969,5703.7608,138.38709,10.34855,-1.8519,527.62161,91.04067,35.19904,26694.444,2.81011,17.3987,-19.36568,-273.43044,90.1071,3.10543,13040.793,2670.4518,-0.70726,171.20418,0,4.59973,18.43811,279.6984,181.08291,24.45043,"0"
"4218",341.52623,56.01188,7181.84739,23.67197,1.5505,10.38169,58.21377,55.84744,212.82712,14.75099,278.06628,14142.78985,60.95781,-0.51576,130.45765,54119.1701919668,20.49859,1379.89261,17.70997,1.38764,196.65565,19.51099,1985.48575,434.68254,28.88332,22.29428,12432.46505,125.70736,15.41412,11.42068,551.67301,74.79587,62.33842,32641.89286,-0.05688,18.4046,-35.7102,-215.77332,102.05835,2.28795,13212.00299,-1374.49111,-2.6159,154.80989,-0.80183,5.3201,38.87204,448.3278,112.08795,21.3267,"0"
"4219",421.55412,63.43011,9394.35,30.17439,1.37022,8.37971,59.09119,53.42249,250.04496,10.28107,294.02349,-14.13776,56.17173,24.2711,139.94028,86483.22,19.04676,1917.9033,18.30211,10.12196,23.60987,27.79575,7626.639,163.6473,30.18212,99.13644,9534.972,120.67203,15.67038,-38.23614,877.8525,16.53413,125.07285,26429.415,2.32858,11.12156,32.52591,-146.65536,125.67867,9.06391,9907.503,-3309.7851,5.39089,503.32533,0.58723,23.06194,25.00864,204.52566,154.25019,10.44239,"0"
"4220",462.31518,132.3006,4640.8158,27.0195,0.18548,10.29915,57.3054,49.38627,249.04653,11.30807,305.57133,12259.782,-32.82337,59.16226,108.9786,32802.531,11.81073,851.9982,16.87906,64.06974,-244.57464,22.99998,3149.022,166.70124,33.43961,-433.895346081027,1084.0935,94.82946,10.25368,-72.56385,556.73754,56.04918,96.00936,26192.262,8.00048,24.1146,105.63969,-148.22856,63.11092,9.34757,8040.018,-2352.7137,128.77608,1561.0836,0.927995803071606,16.11771,-90.14919,120.25803,19.6354,11.659,"0"
"4221",185.25189,19.94417,4901.3253,18.72232,1.60976,25.29554,106.12614,63.54086,232.97643,18.35421,288.14883,17642.403,68.84275,13.81939,228.28719,181944.72,110.055808576863,1199.1717,24.58539,65.09998,109.44366,22.02439,10900.482,356.66445,33.54704,10.08249,1022.8077,74.30817,12.12668,-11.71903,309.68304,60.57883,36.67854,21700.638,10.48517,23.82522,233.92518,-300.6675,87.09594,3.5047,9652.41,-607.86171,-15.2864,397.13916,0.07317,6.56296,-8.56883,32.6864,6.82906,11.8108,"1"
"4222",475.14711,133.21968,6395.541,24.0269,0.29487,12.10177,50.1343,48.73484,258.68031,11.60856,316.77348,24970.686,56.67225,0,103.10739,27220.293,12.34189,1883.4861,22.85259,6.96341,140.67375,15.18587,276.94599,148.81023,24.61623,12.3797,7403.355,148.64049,13.24427,10.16894,619.19013,-8.66868,86.11821,19800.861,1.05919,20.6428,-55.26969,-195.37005,114.50067,1.54051,16336.026,303.462,-44.59298,157.19994,0,0,-1.36425,595.62111,307.74414,18.01756,"0"
